,title,img url,link,view count,posted date,source,relevant keywords
181,대한곱창 #대한곱창 #서울 #서울맛집 #서울핫플 #맛집여행 #소곱창 #곱창맛집 #서울핫플레이스 #맛집투어 #화사 #연예인맛집 #줄서는식당,https://i.ytimg.com/vi/SKxdN2zklQk/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFUoQDAP&rs=AOn4CLCHgJuww4RPH0LUVUgTXHnQmF3EtQ,https://www.youtube.com/shorts/SKxdN2zklQk,245 views,3 months ago,HELLO안녕,N/A
182,무드서울 🥂 #moodseoul #무드서울 #seoullife #shorts #seoulbar #한강뷰 #서울맛집 #뷰맛집 #niceview #seoul #서울여행 #쇼츠 #틱톡,https://i.ytimg.com/vi/hANJtgim79g/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIEcoLDAP&rs=AOn4CLBTFt6_ufyjGCneWoC7-BEH7KC_yg,https://www.youtube.com/shorts/hANJtgim79g,877 views,2 months ago,승기티비SeungyTV,N/A
183,강남에서 유네스코문화유산 즐기는법(고정댓글참조) #서울맛집 #강남맛집 #압구정로데오 #오마카세,https://i.ytimg.com/vi/6CRQcDHtSoM/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFcoQzAP&rs=AOn4CLCgNtRMH-A3xQXnxfX7wERVY3957g,https://www.youtube.com/shorts/6CRQcDHtSoM,2.4K views,3 months ago,맛집교과서 먹선생,N/A
184,"요즘 먹는 것, 입는 것, 가는 곳, 하는 것.zip (서울 맛집/전시 추천, 영상 기증 등ㅣEng / 킴닥스 한주한컵☕️)",https://i.ytimg.com/vi/0ZDnO3S_QDY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBdvLyonNMpQzwzmDwp6XQQMlspoQ,https://www.youtube.com/watch?v=0ZDnO3S_QDY,11K views,1 year ago,KIMDAX킴닥스,"['안녕하세요', '독스님들', '요즘', '일상', '궁금하다셔서', '아주', '모음집으로', '가져왔구용ㅋㅋ', '이번', '영상에서', '제가', '기증하는', '영상은', '공유마당,', '...', '안녕하세요', '독스님들', '요즘', '일상', '궁금하다셔서', '아주', '모음집으로', '가져왔구용ㅋㅋ', '이번', '영상에서', '제가', '기증하는', '영상은', '공유마당,', '...', 'From', 'the', 'video', 'description']"
185,서울 직장인 넘버원 맛집 백년불고기 구로디지털단지역 #서울맛집 #물갈비#shorts,https://i.ytimg.com/vi/RsZR-lRKkRU/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIFIoQjAP&rs=AOn4CLARytPZxravi0EidYxe3_nRfaU9NQ,https://www.youtube.com/shorts/RsZR-lRKkRU,2.1K views,2 months ago,고르다일상,"['서울맛집', '#서울여행', '#shorts.', '서울맛집', '#서울여행', '#shorts.', 'From', 'the', 'video', 'description']"
186,"1분 요약, ""서울 맛집"" 탑찍은 오봉집 창업이 궁금하신가요?",https://i.ytimg.com/vi/Zu1cb5MuCi0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDAWRMI2CcC4_i1mZZd9Nz1qmd-Pw,https://www.youtube.com/watch?v=Zu1cb5MuCi0,11K views,1 year ago,오봉집,"['신규', '창업뿐만', '아니라', '업종변경도', '#오봉집', '은', '""오봉스페셜""이라는', '독보적인', '메뉴로', '높은', '재방문률을', '자랑하고있습니다!', '업종변경', '한', '...', '신규', '창업뿐만', '아니라', '업종변경도', '#오봉집', '은', '""오봉스페셜""이라는', '독보적인', '메뉴로', '높은', '재방문률을', '자랑하고있습니다!', '업종변경', '한', '...', 'From', 'the', 'video', 'description']"
187,"한국이다!✈️오랜만에 즐기는 서울 맛집, 서울 핫플 투어😀 • 오마카세, 가족사진,  파인다이닝 • 한국여행 브이로그",https://i.ytimg.com/vi/KqlYOebpchU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5uvukf28_VpkhyUSP-J0wp5vRGg,https://www.youtube.com/watch?v=KqlYOebpchU,184 views,4 months ago,TravelingSHUSHU 트레블링슈슈,"['영상은', ""'설정'에서"", ""'1080'"", '이상의', '화질로', '보시는', '것을', '추천드립니다', '▫자동', '설정은', '낮은', '화질로', '보여요', 'ㅠ', '▫화면', '상단', '세로', '점3개(', '...', '영상은', ""'설정'에서"", ""'1080'"", '이상의', '화질로', '보시는', '것을', '추천드립니다', '▫자동', '설정은', '낮은', '화질로', '보여요', 'ㅠ', '▫화면', '상단', '세로', '점3개(', '...', 'From', 'the', 'video', 'description']"
188,장충동 맛집 빵맛집 태극당 서울구경 서울맛집 delicious Korean food HD 4K food video Seoul travel,https://i.ytimg.com/vi/k5mS1Ts7cYQ/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBlAOAAtAFigIMCAAQARhlIFsoSDAP&rs=AOn4CLCde2QelQeAU9fs8p-_oAERKaXFZA,https://www.youtube.com/shorts/k5mS1Ts7cYQ,138 views,1 year ago,사이먼쿤SimonKun,"['장충동', '맛집', '빵맛집', '태극당', '서울구경', '서울맛집', 'delicious', 'Korean', 'food', 'HD', '4K', 'food', 'video', 'Seoul', 'travel.', '장충동', '맛집', '빵맛집', '태극당', '서울구경', '서울맛집', 'delicious', 'Korean', 'food', 'HD', '4K', 'food', 'video', 'Seoul', 'travel.', 'From', 'the', 'video', 'description']"
189,광장시장 호떡집! 불티나네 #서울 #맛집 #호떡,https://i.ytimg.com/vi/bXaGY2JvFmE/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFYoSDAP&rs=AOn4CLBDndUr0dwU55EFQBA-ours8RGgoA,https://www.youtube.com/shorts/bXaGY2JvFmE,1.4K views,2 months ago,Ken the Second life:r,"['광장시장', '호떡집!', '불티나네', '#서울', '#맛집', '#호떡', '겨울철', '간식으로', '최고', '추울수록', '더', '생각나!', '광장시장', '호떡집!', '불티나네', '#서울', '#맛집', '#호떡', '겨울철', '간식으로', '최고', '추울수록', '더', '생각나!', 'From', 'the', 'video', 'description']"
190,소주 다섯병 먹어도 안취하는 집 #굴한마당 #강동구맛집 #서울맛집 #shorts,https://i.ytimg.com/vi/Kr_y_mjmGfc/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFwoUTAP&rs=AOn4CLB8sK05AKHVQfPj503FedR3NtAOUw,https://www.youtube.com/shorts/Kr_y_mjmGfc,2.5K views,2 months ago,안소소한변진씨 ansobyunzin,N/A
191,서울맛집 | 파김치솥뚜껑삼겹살🤭 #shorts,https://i.ytimg.com/vi/iDsOh7W0uKw/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIFkoPzAP&rs=AOn4CLAkVHmfLJk5NngHkIcru_uCMp-7tg,https://www.youtube.com/shorts/iDsOh7W0uKw,992 views,7 months ago,캠핑웅 [CAMPING],"['서울맛집', '#맛집', '#쌍문동', '#파김치솥뚜껑삼겹살', '#볶음밥', '서울찐맛집', '파김치솥뚜껑삼겹살입니다.', '쌍문동', '소재의', '맛집이에요', ':)', '서울맛집', '#맛집', '#쌍문동', '#파김치솥뚜껑삼겹살', '#볶음밥', '서울찐맛집', '파김치솥뚜껑삼겹살입니다.', '쌍문동', '소재의', '맛집이에요', ':)', 'From', 'the', 'video', 'description']"
192,"서울시청 맛집 1편 북창동, 서소문동 맛집투어 Best12",https://i.ytimg.com/vi/lh7RaxDLCXs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDVIxcMhaAodF6nmkKLjhzV-vfHgA,https://www.youtube.com/watch?v=lh7RaxDLCXs,366K views,8 months ago,하이갱스 higaengs,N/A
193,서울 맛집 탐방-운남쌀국스,https://i.ytimg.com/vi/xpplBgpw2aQ/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAqALigIMCAAQARhlIFQoQjAP&rs=AOn4CLC4Lq4eFud0CS32_la7-qriatTy4Q,https://www.youtube.com/shorts/xpplBgpw2aQ,26 views,1 month ago,ShotEat,N/A
194,이정도면 가성비 맛집? 서울 가로수길 딤섬 맛집 리뷰 먹방,https://i.ytimg.com/vi/eGIULH7SIdc/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBlAOAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLAxy8k2jI5GBYMx6mEfTneD4z-nmg,https://www.youtube.com/shorts/eGIULH7SIdc,4.1M views,1 year ago,조이한끼,"['즐기는', '한끼,', '조이한끼!', '구독은', '큰', '힘이', '됩니다!', '조이한끼', '이메일:', 'joey1meal@gmail.com', '[식당정보]', '주소', ':', '서울', '강남구', '도산대로17길', '...', '즐기는', '한끼,', '조이한끼!', '구독은', '큰', '힘이', '됩니다!', '조이한끼', '이메일:', 'joey1meal@gmail.com', '[식당정보]', '주소', ':', '서울', '강남구', '도산대로17길', '...', 'From', 'the', 'video', 'description']"
195,서울맛집 대왕돈까스,https://i.ytimg.com/vi/u3TyU0H7P4M/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALlfgdiF9ohhgmlHwWJaDJ4kE3Gg,https://www.youtube.com/watch?v=u3TyU0H7P4M,No views,1 month ago,Hi Meong,N/A
196,서울 맛집 리스트 202106A,https://i.ytimg.com/vi/_8ENiV0E82U/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMBfgwtKbYg9zTF89MUaoHLoo_eg,https://www.youtube.com/watch?v=_8ENiV0E82U,132 views,1 year ago,채널피뮤,"['#맛집', '#서울_맛집', '#맛집_리스트', '음원제공', '-', '사운드클라우드', 'https://www.soundcloud.com', '사용음원', ':', 'Jazzy', '-', 'LiQWYD', '[Audio', 'Library', '...', '#맛집', '#서울_맛집', '#맛집_리스트', '음원제공', '-', '사운드클라우드', 'https://www.soundcloud.com', '사용음원', ':', 'Jazzy', '-', 'LiQWYD', '[Audio', 'Library', '...', 'From', 'the', 'video', 'description']"
197,세월이 흘러도 항상 변함없는  서울 맛집!  (feat~구리 맛집),https://i.ytimg.com/vi/fbvHQ_X2B9w/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBd1P3-bLqN38pTgdDJBEDa1c5nXg,https://www.youtube.com/watch?v=fbvHQ_X2B9w,717 views,7 months ago,로빈의 힐링타임,"['서울맛집', '#대학로맛집', '#구리맛집', '*영상을', '1080p로', '맞추어', '주세요.', '안녕하세요.', '로빈입니다.', '이번', '영상은', '서울과', '구리에', '있는', '맛집', '중', '...', '서울맛집', '#대학로맛집', '#구리맛집', '*영상을', '1080p로', '맞추어', '주세요.', '안녕하세요.', '로빈입니다.', '이번', '영상은', '서울과', '구리에', '있는', '맛집', '중', '...', 'From', 'the', 'video', 'description']"
198,"금강산도 식후경 ~ 서울맛집 너무 많아 |칼국수맛집 할아버지칼국수, 원조마포껍데기 |",https://i.ytimg.com/vi/8acEUP_I-pY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJ8_PLK-VqSSYbkDC8agQdIfEItA,https://www.youtube.com/watch?v=8acEUP_I-pY,93 views,4 months ago,위코TV,"['맛집..너무많아', '#브이로그', '#서울맛집', '#동묘구제시장', '#할아버지칼국수', '#마포맛집.', '맛집..너무많아', '#브이로그', '#서울맛집', '#동묘구제시장', '#할아버지칼국수', '#마포맛집.', 'From', 'the', 'video', 'description']"
199,"비싸면서 엄청 유명한 순두부 맛집, 서울 감촌 Sundubu restaurant 서울 맛집, 종로 맛집, 광화문 맛집, 해물순두부, 노포식당, 서울 노포",https://i.ytimg.com/vi/LNCwAXAxyIQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBn-CgYA86k9L3mse9QUh9S3DW37w,https://www.youtube.com/watch?v=LNCwAXAxyIQ,992 views,6 months ago,원필름,"['안녕하세요.', '원필름', '채널입니다.', '제가', '올린', '영상들은', '제가', '직접가서', '제', '돈내고', '먹은', '곳들입니다.', '주관적인', '리뷰이니', '참고만', '하시길', '...', '안녕하세요.', '원필름', '채널입니다.', '제가', '올린', '영상들은', '제가', '직접가서', '제', '돈내고', '먹은', '곳들입니다.', '주관적인', '리뷰이니', '참고만', '하시길', '...', 'From', 'the', 'video', 'description']"
200,서울 여행 VLOG l 서울 맛집 투어 l 응커피 l 소금빵 l W스타일도넛 l 개성주악 l 돼지런 그 잡채,https://i.ytimg.com/vi/AtpUZcD4I_Q/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDafCLumyClZPO8qg3xq1BxUwOf2Q,https://www.youtube.com/watch?v=AtpUZcD4I_Q,161 views,4 months ago,하야로그 Hayalog,"['화질', '설정', '후', '시청', '하시길', '추천드립니다', "":')"", '#일상', '#브이로그', '#서울여행', '#서울맛집', '#daily', '#vlog', '#seoul.', '화질', '설정', '후', '시청', '하시길', '추천드립니다', "":')"", '#일상', '#브이로그', '#서울여행', '#서울맛집', '#daily', '#vlog', '#seoul.', 'From', 'the', 'video', 'description']"
201,56년 전통의 함흥냉면 영등포맛집 서울맛집 영등포함흥냉면,https://i.ytimg.com/vi/VGaTLf6Avr8/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBlAOAAtAFigIMCAAQARh_IE8oIzAP&rs=AOn4CLCdXnynlqjiC_2j88oivPW-StFmFA,https://www.youtube.com/watch?v=VGaTLf6Avr8,184 views,5 months ago,할봄의 맛집탐방,"['1967년부터', '이어져온', '56년', '전통의', '함흥냉면', '맛집.', '주소', ':', '영등포동3가', '7-32.', '1967년부터', '이어져온', '56년', '전통의', '함흥냉면', '맛집.', '주소', ':', '영등포동3가', '7-32.', 'From', 'the', 'video', 'description']"
202,40년전통 경상도집 물갈비 만들기! *서울 맛집 송화시장 경상도집*,https://i.ytimg.com/vi/W8HWuJmwVvI/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3QkR-02pRot5CAarojXj_YTZbQA,https://www.youtube.com/watch?v=W8HWuJmwVvI,944 views,1 year ago,혜찬이yam,"['물갈비만들기', '#물갈비만드는방법', '#양념갈비', '#양념갈비만들기', '#오늘뭐먹지', '#집들이음식', '#집들이요리', '#술안주', '#술안주만들기', '#허', '...', '물갈비만들기', '#물갈비만드는방법', '#양념갈비', '#양념갈비만들기', '#오늘뭐먹지', '#집들이음식', '#집들이요리', '#술안주', '#술안주만들기', '#허', '...', 'From', 'the', 'video', 'description']"
203,서울에 이런곳이 있었어? 서울도심풍경맛집/당일여행/당일트레킹,https://i.ytimg.com/vi/YyskVANi1gY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLARJeaG8BKNE8MVLdVogws_i7B6dg,https://www.youtube.com/watch?v=YyskVANi1gY,34K views,8 days ago,김영수TV-여행과산행,"['여행#등산#국내여행#당일치기#대중교통여행', '서울도심의', '풍경을', '한눈에', '내려다', '볼', '수', '있는', '트레킹', '코스를', '소개하는', '영상입니다.', '여행#등산#국내여행#당일치기#대중교통여행', '서울도심의', '풍경을', '한눈에', '내려다', '볼', '수', '있는', '트레킹', '코스를', '소개하는', '영상입니다.', 'From', 'the', 'video', 'description']"
204,문래 잠수교집 #shorts #서울맛집 #문래맛집 #잠수교집 #삼겹살 #냉삼,https://i.ytimg.com/vi/GUMRgJCk5jI/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFkoTjAP&rs=AOn4CLB3zCii75ziWpc4wZHSqcCsfiHbKw,https://www.youtube.com/shorts/GUMRgJCk5jI,2.6K views,1 month ago,맹꽁티비,N/A
205,"서울 맛집, 동대문진고개(60년 전통) DongdaemunJingoge, Delicious Reataurant from 1963",https://i.ytimg.com/vi/LiT83EWJGmw/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIE0oQTAP&rs=AOn4CLBU4FWXd30SOiaiKaJi8gmLc7bJww,https://www.youtube.com/watch?v=LiT83EWJGmw,380 views,9 months ago,Seoul Travel & Walk,"['갈만한곳', '#맛집#', '#동대문진고개#1963년개업', '#from1963#dongdaemun#delicious', 'restaurant#hotplace#spot#동묘#dongmyo', '...', '갈만한곳', '#맛집#', '#동대문진고개#1963년개업', '#from1963#dongdaemun#delicious', 'restaurant#hotplace#spot#동묘#dongmyo', '...', 'From', 'the', 'video', 'description']"
206,Con mi novio coreano I 여의도 더현대서울 맛집 도원스타일에 다녀왔어요! 여의도 중식당 추천 :),https://i.ytimg.com/vi/YJBwcvlp9Ec/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhlIFooVjAP&rs=AOn4CLD_jKspJOXPJv2-Bpc1yXBPr3k8tw,https://www.youtube.com/watch?v=YJBwcvlp9Ec,2.7K views,2 years ago,Jenn de Corea 인프젠,"['도원스타일', '#MUKBANG', '#더현대서울', '안녕하세요', ':)', 'Hola', 'Jenngus', '얼마', '전', '새로', '오픈한', '여의도', '더현대서울에', '잠깐', '들러', '밥을', '먹었', '...', '도원스타일', '#MUKBANG', '#더현대서울', '안녕하세요', ':)', 'Hola', 'Jenngus', '얼마', '전', '새로', '오픈한', '여의도', '더현대서울에', '잠깐', '들러', '밥을', '먹었', '...', 'From', 'the', 'video', 'description']"
207,[VLOG] 서울 맛집 여기저기 / What I eat in Korea 🍽,https://i.ytimg.com/vi/6UP_A2lWDrg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDg4DDs3t5kDWcXpf9dvyi2eAsZzA,https://www.youtube.com/watch?v=6UP_A2lWDrg,249 views,3 months ago,헤이즐 다이어리,"['일상', '#브이로그', '#먹방브이로그', '#서울맛집', '#foodie', '#koreanfood', '#triptokorea', '안녕하세요,', '헤이즐입니다', '이번', '영상은', '제가', '한국에', '...', '일상', '#브이로그', '#먹방브이로그', '#서울맛집', '#foodie', '#koreanfood', '#triptokorea', '안녕하세요,', '헤이즐입니다', '이번', '영상은', '제가', '한국에', '...', 'From', 'the', 'video', 'description']"
208,"Vlog | 퇴사 후 백수 취준생이 연말을 보내는 법 | 서울 맛집&카페 투어, 근데 이제 자소서를 곁들인 .. | 데일리룩",https://i.ytimg.com/vi/kzMCUe3L73U/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCc9NZ9spLYzWauuslO8SBD1OjvKw,https://www.youtube.com/watch?v=kzMCUe3L73U,242 views,3 months ago,다해,N/A
209,[서울맛집] 화려한 네온사인 아래 뜨끈한 된장술밥과 갈비 맛집 쌍룡갈비 상황,https://i.ytimg.com/vi/JwnT4VShGfg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCiOv1aVaMjtXxKXZ0l8uN-HPdHzA,https://www.youtube.com/watch?v=JwnT4VShGfg,647 views,4 months ago,57초 맛집정보,"['맛있는', '정보', '57초', '맛집정보입니다', '—————————————————————————————————', '쌍룡갈비', '서울', '강남구', '...', '맛있는', '정보', '57초', '맛집정보입니다', '—————————————————————————————————', '쌍룡갈비', '서울', '강남구', '...', 'From', 'the', 'video', 'description']"
210,숙달 서울맛집,https://i.ytimg.com/vi/VX1FXhOmDWA/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAtAFigIMCAAQARhlIEgoQzAP&rs=AOn4CLA_9K3AaTPuUEc7ywGpqWR1PXTk4Q,https://www.youtube.com/shorts/VX1FXhOmDWA,723 views,5 years ago,숙달돼지,N/A
211,하카타분코 @ 홍대 #라멘 맛집 #인라멘 #서울 맛집,https://i.ytimg.com/vi/kkTonD0WzSQ/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIFcoMjAP&rs=AOn4CLAkjOfFGvbqFRGh5UJzoFZpXfV_MQ,https://www.youtube.com/shorts/kkTonD0WzSQ,1.1K views,6 months ago,동수감독의 놀면안되니?,"['서울', '홍대', '라멘', '맛집에서', '맛있는', '인라멘(돈고츠)', '한그릇', '했습니다.', '찐한', '육수에', '쫄깃한', '면,', '고소한', '차슈까지', '제', '입맛에는', '정말', '잘', '맛는', '...', '서울', '홍대', '라멘', '맛집에서', '맛있는', '인라멘(돈고츠)', '한그릇', '했습니다.', '찐한', '육수에', '쫄깃한', '면,', '고소한', '차슈까지', '제', '입맛에는', '정말', '잘', '맛는', '...', 'From', 'the', 'video', 'description']"
212,밀푀유나베 맛집 후기 | 먹방 | 맛집추천 | 서울맛집 | MUKBANG | 치킨가라아게,https://i.ytimg.com/vi/8XkazBBI8uU/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDU-wUDHcPZlHebfyXOftLb16TDxg,https://www.youtube.com/watch?v=8XkazBBI8uU,83 views,4 months ago,삥아리,"['먹방', '#맛집', '#후기', '#mukbang', '#vlog', '#like', '#subscribe', 'Music', 'by', '브금대통령', 'https://m.blog.naver.com/ha-16/222934646033', '링블을', '...', '먹방', '#맛집', '#후기', '#mukbang', '#vlog', '#like', '#subscribe', 'Music', 'by', '브금대통령', 'https://m.blog.naver.com/ha-16/222934646033', '링블을', '...', 'From', 'the', 'video', 'description']"
213,"[서울맛집 광화문맛집] 주물럭과 청국장 끝판왕 등장, 찐 리얼 노포 맛집 현대주물럭",https://i.ytimg.com/vi/JFeicuqQJwQ/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBlAOAAtAFigIMCAAQARhlIFgoUjAP&rs=AOn4CLAB4IO4xfCm_ygWUjQHMfflpXGCew,https://www.youtube.com/shorts/JFeicuqQJwQ,11K views,11 months ago,부끄러운음식리뷰,"['shorts', '#노포', '#주물럭', '#청국장', '#서울맛집', '#광화문맛집', '맛집', '제보', '▽', 'shamefulbro@gmail.com.', 'shorts', '#노포', '#주물럭', '#청국장', '#서울맛집', '#광화문맛집', '맛집', '제보', '▽', 'shamefulbro@gmail.com.', 'From', 'the', 'video', 'description']"
214,"서울 맛집 탐방 기행| 고도식, 수레실가든, 녹턴사카바, 온더보더",https://i.ytimg.com/vi/MGTWFDI6bcQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6xgA59Wn3KkjW4M_WdGFleRzG8w,https://www.youtube.com/watch?v=MGTWFDI6bcQ,89 views,4 months ago,구레이킴,"['저의', '지방층을', '두텁게', '해준', '감사한', '곳들을', '소개합니다..', '#브이로그', '#맛집', '#고도식', '#수레실가든', '#녹턴사카바', '#온더보더', '#국화빵', '...', '저의', '지방층을', '두텁게', '해준', '감사한', '곳들을', '소개합니다..', '#브이로그', '#맛집', '#고도식', '#수레실가든', '#녹턴사카바', '#온더보더', '#국화빵', '...', 'From', 'the', 'video', 'description']"
215,#가타쯔무리 #우동맛집 #서울맛집 #데일리 #데일리룩,https://i.ytimg.com/vi/4DpG6FhMswo/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhHIEooWTAP&rs=AOn4CLCR5nW9WBPPVlEPLLnW5MXzyRIoZg,https://www.youtube.com/shorts/4DpG6FhMswo,507 views,5 months ago,T H E O P E N I N G 더오프닝,N/A
216,[서울맛집] 일주일만에 또 먹으러 간 양평역(5호선) 곱창구이...,https://i.ytimg.com/vi/aPo66xYmrJ8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBhcphSbZFKBk22hUBM6BfHXqiihQ,https://www.youtube.com/watch?v=aPo66xYmrJ8,194 views,11 months ago,캥소,"['양평역', '도보', '1분거리', ""'황소곱창구이'"", '곱창은', '왜', '먹어도', '먹어도', '계속', '들어갈까?', '인원수(+', '2~3인분),', '라면,', '볶음밥', '필수', 'ㅋㅋㅋ', '사장님도', '...', '양평역', '도보', '1분거리', ""'황소곱창구이'"", '곱창은', '왜', '먹어도', '먹어도', '계속', '들어갈까?', '인원수(+', '2~3인분),', '라면,', '볶음밥', '필수', 'ㅋㅋㅋ', '사장님도', '...', 'From', 'the', 'video', 'description']"
217,경기 서울 가성비 맛집 top8을 뽑았더니 즐겁다,https://i.ytimg.com/vi/LvKzDzWuRPs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDksioHp4OtY7eYAO1I6rtBnE4_rA,https://www.youtube.com/watch?v=LvKzDzWuRPs,10K views,10 months ago,1분맛집 (맛집추천채널),"['서울,', '경기에', '위치한', '가성비', '맛집을', '직접', '다녀온', '후', 'top8을', '선정해봤습니다.', '블로그', '인스타', '맛집', '광고에', '지쳐', '직접', '찍습니다.', '-1분맛집-', '...', '서울,', '경기에', '위치한', '가성비', '맛집을', '직접', '다녀온', '후', 'top8을', '선정해봤습니다.', '블로그', '인스타', '맛집', '광고에', '지쳐', '직접', '찍습니다.', '-1분맛집-', '...', 'From', 'the', 'video', 'description']"
218,서울 동대문구 맛집 TOP10,https://i.ytimg.com/vi/cOrYkCB71dQ/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIGEoTjAP&rs=AOn4CLAJZTPhpw-SbATF30y0Es_Mto6BcQ,https://www.youtube.com/shorts/cOrYkCB71dQ,3.3K views,6 months ago,카슐랭가이드,"['shorts', '#서울맛집', '#맛집', '#동대문구맛집', 'Paradise', '-', 'Ikson', 'Soundcloud', ':', 'https://soundcloud.com/ikson', 'Music', 'Playlist', 'by', '...', 'shorts', '#서울맛집', '#맛집', '#동대문구맛집', 'Paradise', '-', 'Ikson', 'Soundcloud', ':', 'https://soundcloud.com/ikson', 'Music', 'Playlist', 'by', '...', 'From', 'the', 'video', 'description']"
